Ano;Mês;Table Names;Taxa SELIC % retorno mensal;Taxa SELIC % a.a.(4);Meta SELIC % a.a. (1)(6);Corr Retorno Mensal(%);% Valor DI;% Valor IPCA;Fechamento;Variação;Volume
2020;OUT;DOLAR;;;;4,8;;;360,29782;0,24;0
2017;FEV;DOLAR;;;;-2,66;;;173,9199;-0,08;598544
2011;MAR;DOLAR;;;;-3,84;;;102,892;-0,08;10936
2015;SET;DOLAR;;;;18,24;;;234,2302;0,66;579392
2012;ABR;DOLAR;;;;9,26;;;111,199;0,18;31228
2013;DEZ;DOLAR;;;;3,27;;;147,7925;0,04;150905
2022;JUL;DOLAR;;;;-1,39;;;166,13813;-0,080000000;0
2022;MAI;DOLAR;;;;-4,79;;;153,41531;-0,25;0
2013;MAR;DOLAR;;;;5,02;;;123,0272;0,14;3540
2021;JUN;DOLAR;;;;-9,56;;;311,74686;-0,54;0
2014;MAI;DOLAR;;;;0,320000000;;;137,7729;-0,02;78494
2016;MAR;DOLAR;;;;-23,05;;;236,0551;-0,88;559706
2015;JAN;DOLAR;;;;2,66;;;168,8368;0,08;52108
2016;AGO;DOLAR;;;;-0,600000000;;;198,9667;-0,08;360028
2017;ABR;DOLAR;;;;3,26;;;194,6945;0,12;593090
2017;NOV;DOLAR;;;;0,22;;;199,1207;0,02;736333
2019;OUT;DOLAR;;;;-6,62;;;253,1716;-0,26;0
2020;NOV;DOLAR;;;;-14,5;;;325,89838;-0,84;0
2015;ABR;DOLAR;;;;-10,9;;;189,0211;-0,35;55871
2012;MAI;DOLAR;;;;12,02;;;122,8402;0,24;33504
2021;NOV;DOLAR;;;;-0,12;;;177,8726;-0,02;0
2017;JUN;DOLAR;;;;4,98;;;197,733;0,16;585862
2016;JAN;DOLAR;;;;2,06;;;258,8926;0,04;442760
2011;NOV;DOLAR;;;;10,68;;;107,3322;0,22;17928
2018;JUN;DOLAR;;;;8,32;;;226,5108;0,3;1179610
2017;SET;DOLAR;;;;1,08;;;187,8352;0,04;552702
2018;SET;DOLAR;;;;-1,02;;;254,1605;-0,08;0
2015;OUT;DOLAR;;;;-4,26;;;240,3477;-0,14;527134
2014;JUL;DOLAR;;;;5,32;;;137,9426;0,14;50374
2023;MAI;DOLAR;;;;1,41;;;154,20674;0,1;0
2012;JAN;DOLAR;;;;-12,42;;;111,0056;-0,2;2922
2021;AGO;DOLAR;;;;-1,04;;;162,8868;-0,05;0
2019;JUL;DOLAR;;;;-1,96;;;238,0607;-0,08;0
2012;FEV;DOLAR;;;;-4,66;;;102,9789;-0,06;18236
2013;SET;DOLAR;;;;-14,18;;;136,0306;-0,32;191844
2015;FEV;DOLAR;;;;11,32;;;163,2504;0,24;49244
2011;ABR;DOLAR;;;;-7,63;;;97,979000000;-0,2;9768
2020;MAR;DOLAR;;;;31,32;;;316,8514;1,54;0
2021;OUT;DOLAR;;;;3,57;;;177,07682;0,2;0
2012;OUT;DOLAR;;;;0,5;;;127,8634;0,04;27379
2016;OUT;DOLAR;;;;-3,76;;;198,0653;-0,12;331280
2016;ABR;DOLAR;;;;-7,54;;;213,0828;-0,3;481244
2013;AGO;DOLAR;;;;9,93;;;147,4682;0,21;195568
2020;DEZ;DOLAR;;;;-5,12;;;313,85126;-0,36;0
2014;DEZ;DOLAR;;;;6,62;;;164,0858;0,16;52352
2014;OUT;DOLAR;;;;1,01;;;154,4528;0,03;54670
2017;AGO;DOLAR;;;;1,34;;;195,5722;0,08;629144
2020;JUL;DOLAR;;;;-9,56;;;333,35934;-0,57;0
2013;ABR;DOLAR;;;;-2,14;;;119,9436;-1,040834086e-17;222522
2020;MAI;DOLAR;;;;-3,52;;;353,2279;-0,23;0
2013;JAN;DOLAR;;;;-6,2;;;125,9352;-0,14;7020
2014;JUN;DOLAR;;;;-3,18;;;136,2055;-0,08;56544
2019;JUN;DOLAR;;;;-3,74;;;231,8197;-0,12;0
2011;DEZ;DOLAR;;;;6,04;;;113,9096;0,1;7880
2023;FEV;DOLAR;;;;3,27;;;150,26318;0,14;0
2022;AGO;DOLAR;;;;0,31;;;159,2744;-0,01;0
2015;DEZ;DOLAR;;;;4,2;;;248,2679;0,15;543412
2021;DEZ;DOLAR;;;;-0,840000000;;;186,66282;-0,05;0
2017;DEZ;DOLAR;;;;2,48;;;204,4876;0,06;720522
2021;MAI;DOLAR;;;;-8,1;;;328,59882;-0,46;0
2019;SET;DOLAR;;;;0,800000000;;;251,32165;0,03;0
2018;MAR;DOLAR;;;;3,86;;;206,56265;0,07;844439
2015;MAI;DOLAR;;;;10,72;;;189,5606;0,34;58920
2022;NOV;DOLAR;;;;0,250000000;;;163,42254;0,01;0
2018;DEZ;DOLAR;;;;0,380000000;;;241,0292;-0,02;0
2022;ABR;DOLAR;;;;4,99;;;142,34748;0,24;0
2022;JUN;DOLAR;;;;10,62;;;151,59029;0,54;0
2022;DEZ;DOLAR;;;;2;;;162,65024;0,06;0
2015;NOV;DOLAR;;;;0,86;;;227,3158;5,204170428e-18;576964
2022;FEV;DOLAR;;;;-2,68;;;145,61521;-0,16;0
2021;FEV;DOLAR;;;;5,1;;;297,96776;0,3;0
2020;AGO;DOLAR;;;;10,48;;;337,6993;0,5;0
2014;MAR;DOLAR;;;;-7,5;;;144,2024;-0,2;174242
2014;AGO;DOLAR;;;;-2,98;;;145,1072;-0,05;47344
2017;JAN;DOLAR;;;;-6,24;;;198,1697;-0,22;729944
2020;JAN;DOLAR;;;;12,28;;;268,82304;0,52;0
2016;MAI;DOLAR;;;;8,94;;;219,3794;0,32;512302
2013;MAI;DOLAR;;;;13,14;;;126,2192;0,26;58684
2012;DEZ;DOLAR;;;;-7,96;;;128,966;-0,18;11948
2014;ABR;DOLAR;;;;-0,480000000;;;136,2027;-0,06;124655
2011;JUL;DOLAR;;;;-1,6;;;96,8148;-0,06;10220
2014;JAN;DOLAR;;;;4,12;;;147,475;0,08;172100
2020;ABR;DOLAR;;;;11,1;;;319,04598;0,52;0
2020;SET;DOLAR;;;;2,85;;;329,3173;0,15;0
2011;SET;DOLAR;;;;34,36;;;104,492;0,56;10436
2019;AGO;DOLAR;;;;17;;;249,1972;0,68;0
2012;MAR;DOLAR;;;;12,9;;;111,0662;0,22;31100
2019;JAN;DOLAR;;;;-11,98;;;269,4845;-0,46;0
2023;JUN;DOLAR;;;;-4,72;;;78,39184;-0,24;0
2018;NOV;DOLAR;;;;6;;;234,1609;0,24;0
2021;JAN;DOLAR;;;;11,65;;;348,4639;0,62;0
2018;ABR;DOLAR;;;;11,48;;;204,3772;0,36;889932
2015;MAR;DOLAR;;;;24,04;;;194,976;0,72;56336
2011;AGO;DOLAR;;;;6,2;;;102,2784;0,09;11158
2016;FEV;DOLAR;;;;1,22;;;230,3041;0,02;446404
2011;MAI;DOLAR;;;;0,64;;;99,999;0,02;10280
2019;MAR;DOLAR;;;;8,64;;;242,2619;0,35;0
2018;OUT;DOLAR;;;;-15,76;;;232,9636;-0,6;0
2014;NOV;DOLAR;;;;7,94;;;158,2642;0,16;51738
2012;SET;DOLAR;;;;-0,28;;;121,5296;0,02;27944
2017;JUL;DOLAR;;;;-11,04;;;198,6159;-0,4;439094
2022;JAN;DOLAR;;;;-4,81;;;165,74373;-0,26;0
2016;JUN;DOLAR;;;;-23,34;;;205,4228;-0,82;429774
2018;MAI;DOLAR;;;;13,79;;;228,9043;0,5;1030687
2015;JUN;DOLAR;;;;-4,74;;;186,8844;-0,18;100762
2022;SET;DOLAR;;;;4,5;;;156,87561;0,23;0
2023;JAN;DOLAR;;;;-3,97;;;160,82525;-0,22;0
2015;JUL;DOLAR;;;;20,06;;;199,8116;0,64;219160
